GID	COG	COG_Name	COG_Class
10613	MD05G1166200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10614	MD05G1166400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10615	MD05G1166500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10616	MD05G1166600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10617	MD05G1166700	S	( S ) Function unknown	POORLY CHARACTERIZED
10618	MD05G1166800	C	( C ) Energy production and conversion	METABOLISM
10619	MD05G1167000	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10620	MD05G1167100	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10621	MD05G1167200	C	( C ) Energy production and conversion	METABOLISM
10622	MD05G1167300	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10623	MD05G1167400	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10624	MD05G1167500	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10625	MD05G1167600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10626	MD05G1168000	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10627	MD05G1168100	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10628	MD05G1168200	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10629	MD05G1168400	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10630	MD05G1168500	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10631	MD05G1168600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10632	MD05G1168700	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10633	MD05G1168800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10634	MD05G1169100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10635	MD05G1169300	H	( H ) Coenzyme transport and metabolism	METABOLISM
10636	MD05G1169500	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
10637	MD05G1169600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10638	MD05G1169700	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10639	MD05G1169800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10640	MD05G1169900	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10641	MD05G1170000	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10642	MD05G1170100	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10643	MD05G1170200	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
10644	MD05G1170300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
10645	MD05G1170400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10646	MD05G1170500	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10647	MD05G1171400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
10648	MD05G1171500	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
10649	MD05G1171600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
10650	MD05G1171700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10651	MD05G1171900	S	( S ) Function unknown	POORLY CHARACTERIZED
10652	MD05G1172000	I	( I ) Lipid transport and metabolism	METABOLISM
10653	MD05G1172100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10654	MD05G1172200	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
10655	MD05G1172300	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
10656	MD05G1172400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10657	MD05G1172500	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
10658	MD05G1172600	S	( S ) Function unknown	POORLY CHARACTERIZED
10659	MD05G1172700	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
10660	MD05G1172900	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
10661	MD05G1173000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10662	MD05G1173300	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10663	MD05G1173400	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10664	MD05G1173600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10665	MD05G1173700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10666	MD05G1173800	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
10667	MD05G1174000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10668	MD05G1174100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10669	MD05G1174200	S	( S ) Function unknown	POORLY CHARACTERIZED
10670	MD05G1174300	S	( S ) Function unknown	POORLY CHARACTERIZED
10671	MD05G1174400	S	( S ) Function unknown	POORLY CHARACTERIZED
10672	MD05G1174500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
10673	MD05G1174600	I	( I ) Lipid transport and metabolism	METABOLISM
10674	MD05G1174700	S	( S ) Function unknown	POORLY CHARACTERIZED
10675	MD05G1174900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10676	MD05G1175000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10677	MD05G1175100	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
10678	MD05G1175200	C	( C ) Energy production and conversion	METABOLISM
10679	MD05G1175400	S	( S ) Function unknown	POORLY CHARACTERIZED
10680	MD05G1175500	S	( S ) Function unknown	POORLY CHARACTERIZED
10681	MD05G1175600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
10682	MD05G1175700	S	( S ) Function unknown	POORLY CHARACTERIZED
10683	MD05G1175800	S	( S ) Function unknown	POORLY CHARACTERIZED
10684	MD05G1175900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10685	MD05G1176000	S	( S ) Function unknown	POORLY CHARACTERIZED
10686	MD05G1176100	S	( S ) Function unknown	POORLY CHARACTERIZED
10687	MD05G1176400	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10688	MD05G1176500	S	( S ) Function unknown	POORLY CHARACTERIZED
10689	MD05G1176600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10690	MD05G1176700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10691	MD05G1176800	S	( S ) Function unknown	POORLY CHARACTERIZED
10692	MD05G1177200	S	( S ) Function unknown	POORLY CHARACTERIZED
10693	MD05G1177400	S	( S ) Function unknown	POORLY CHARACTERIZED
10694	MD05G1177600	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
10695	MD05G1177700	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
10696	MD05G1177800	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
10697	MD05G1177900	H	( H ) Coenzyme transport and metabolism	METABOLISM
10698	MD05G1178000	H	( H ) Coenzyme transport and metabolism	METABOLISM
10699	MD05G1178100	S	( S ) Function unknown	POORLY CHARACTERIZED
10700	MD05G1178300	S	( S ) Function unknown	POORLY CHARACTERIZED
10701	MD05G1178400	S	( S ) Function unknown	POORLY CHARACTERIZED
10702	MD05G1178500	S	( S ) Function unknown	POORLY CHARACTERIZED
10703	MD05G1178600	S	( S ) Function unknown	POORLY CHARACTERIZED
10704	MD05G1178700	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
10705	MD05G1179000	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
10706	MD05G1179100	I	( I ) Lipid transport and metabolism	METABOLISM
10707	MD05G1179200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10708	MD05G1179300	C	( C ) Energy production and conversion	METABOLISM
10709	MD05G1179300	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10710	MD05G1179400	S	( S ) Function unknown	POORLY CHARACTERIZED
10711	MD05G1179500	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10712	MD05G1179600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10713	MD05G1179700	S	( S ) Function unknown	POORLY CHARACTERIZED
10714	MD05G1179800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10715	MD05G1179900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
10716	MD05G1180100	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
10717	MD05G1180200	S	( S ) Function unknown	POORLY CHARACTERIZED
10718	MD05G1180300	S	( S ) Function unknown	POORLY CHARACTERIZED
10719	MD05G1180400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10720	MD05G1180500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10721	MD05G1180700	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
10722	MD05G1180800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10723	MD05G1181000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10724	MD05G1181100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
10725	MD05G1181200	F	( F ) Nucleotide transport and metabolism	METABOLISM
10726	MD05G1181500	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
10727	MD05G1181600	S	( S ) Function unknown	POORLY CHARACTERIZED
10728	MD05G1181700	S	( S ) Function unknown	POORLY CHARACTERIZED
10729	MD05G1181800	S	( S ) Function unknown	POORLY CHARACTERIZED
10730	MD05G1182000	S	( S ) Function unknown	POORLY CHARACTERIZED
10731	MD05G1182100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10732	MD05G1182200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
10733	MD05G1182300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
10734	MD05G1182500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10735	MD05G1182700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10736	MD05G1182800	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
10737	MD05G1182900	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10738	MD05G1183000	S	( S ) Function unknown	POORLY CHARACTERIZED
10739	MD05G1183100	S	( S ) Function unknown	POORLY CHARACTERIZED
10740	MD05G1183400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10741	MD05G1183600	S	( S ) Function unknown	POORLY CHARACTERIZED
10742	MD05G1183700	S	( S ) Function unknown	POORLY CHARACTERIZED
10743	MD05G1183900	C	( C ) Energy production and conversion	METABOLISM
10744	MD05G1184000	S	( S ) Function unknown	POORLY CHARACTERIZED
10745	MD05G1184200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10746	MD05G1184300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10747	MD05G1184400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10748	MD05G1184600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10749	MD05G1184700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10750	MD05G1184800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10751	MD05G1184900	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
10752	MD05G1185000	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
10753	MD05G1185100	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
10754	MD05G1185200	S	( S ) Function unknown	POORLY CHARACTERIZED
10755	MD05G1185300	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10756	MD05G1185400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10757	MD05G1185500	S	( S ) Function unknown	POORLY CHARACTERIZED
10758	MD05G1185600	S	( S ) Function unknown	POORLY CHARACTERIZED
10759	MD05G1185700	S	( S ) Function unknown	POORLY CHARACTERIZED
10760	MD05G1186000	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10761	MD05G1186100	S	( S ) Function unknown	POORLY CHARACTERIZED
10762	MD05G1186200	P	( P ) Inorganic ion transport and metabolism	METABOLISM
10763	MD05G1186300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10764	MD05G1186500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10765	MD05G1186700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10766	MD05G1186800	S	( S ) Function unknown	POORLY CHARACTERIZED
10767	MD05G1186900	S	( S ) Function unknown	POORLY CHARACTERIZED
10768	MD05G1187100	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10769	MD05G1187200	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10770	MD05G1187300	C	( C ) Energy production and conversion	METABOLISM
10771	MD05G1187400	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10772	MD05G1187600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10773	MD05G1187700	C	( C ) Energy production and conversion	METABOLISM
10774	MD05G1187900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10775	MD05G1187900	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
10776	MD05G1187900	W	( W ) Extracellular structures	CELLULAR PROCESSES AND SIGNALING
10777	MD05G1188000	S	( S ) Function unknown	POORLY CHARACTERIZED
10778	MD05G1188100	S	( S ) Function unknown	POORLY CHARACTERIZED
10779	MD05G1188200	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
10780	MD05G1188300	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
10781	MD05G1188400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10782	MD05G1188500	H	( H ) Coenzyme transport and metabolism	METABOLISM
10783	MD05G1188600	S	( S ) Function unknown	POORLY CHARACTERIZED
10784	MD05G1188700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10785	MD05G1188800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
10786	MD05G1189000	S	( S ) Function unknown	POORLY CHARACTERIZED
10787	MD05G1189200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10788	MD05G1189300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
10789	MD05G1189400	S	( S ) Function unknown	POORLY CHARACTERIZED
10790	MD05G1189500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10791	MD05G1189600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10792	MD05G1189700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10793	MD05G1189800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10794	MD05G1189900	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
10795	MD05G1190000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10796	MD05G1190200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10797	MD05G1190400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10798	MD05G1190600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10799	MD05G1190700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10800	MD05G1190800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10801	MD05G1190900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10802	MD05G1191000	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
10803	MD05G1191100	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
10804	MD05G1191200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10805	MD05G1191300	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
10806	MD05G1191500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10807	MD05G1191600	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
10808	MD05G1191700	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
10809	MD05G1192000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
10810	MD05G1192100	P	( P ) Inorganic ion transport and metabolism	METABOLISM
10811	MD05G1192200	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
10812	MD05G1192300	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
10813	MD05G1192400	I	( I ) Lipid transport and metabolism	METABOLISM
10814	MD05G1192500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10815	MD05G1192600	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
10816	MD05G1192700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10817	MD05G1192800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10818	MD05G1193100	C	( C ) Energy production and conversion	METABOLISM
10819	MD05G1193200	E	( E ) Amino acid transport and metabolism	METABOLISM
10820	MD05G1193300	P	( P ) Inorganic ion transport and metabolism	METABOLISM
10821	MD05G1193400	P	( P ) Inorganic ion transport and metabolism	METABOLISM
10822	MD05G1193500	S	( S ) Function unknown	POORLY CHARACTERIZED
10823	MD05G1193600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
10824	MD05G1193700	S	( S ) Function unknown	POORLY CHARACTERIZED
10825	MD05G1193800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
10826	MD05G1193900	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
10827	MD05G1194000	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
