GID	COG	COG_Name	COG_Class
MD01G1111100	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD01G1111200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD01G1111300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD01G1111700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1111800	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD01G1111900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1112000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1112100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1112200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1112300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1112400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD01G1112500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1112600	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD01G1113000	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD01G1113100	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD01G1113200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1113300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1113400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD01G1113500	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD01G1113600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1113700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1113800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1113900	E	( E ) Amino acid transport and metabolism	METABOLISM
MD01G1113900	I	( I ) Lipid transport and metabolism	METABOLISM
MD01G1113900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1113900	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1114100	E	( E ) Amino acid transport and metabolism	METABOLISM
MD01G1114100	I	( I ) Lipid transport and metabolism	METABOLISM
MD01G1114100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1114100	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1114200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1114300	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD01G1114400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD01G1114500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD01G1114700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1114800	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD01G1114900	I	( I ) Lipid transport and metabolism	METABOLISM
MD01G1115000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1115100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1115200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1115600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1115700	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD01G1115800	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD01G1115900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD01G1116000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1116200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1116300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1116400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1116500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1116600	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD01G1116700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD01G1116800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1117000	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD01G1117100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1117300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD01G1117400	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD01G1117500	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD01G1117600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1117700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1117800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1117900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1118000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1118100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1118300	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1118400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1118500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1118800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD01G1119200	I	( I ) Lipid transport and metabolism	METABOLISM
MD01G1119300	I	( I ) Lipid transport and metabolism	METABOLISM
MD01G1119400	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1119500	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD01G1119600	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD01G1119700	I	( I ) Lipid transport and metabolism	METABOLISM
MD01G1119800	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD01G1119900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1120000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1120300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1120400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1120600	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD01G1120700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1120800	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1120900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1121000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1121100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1121200	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD01G1121300	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1121400	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD01G1121500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1121700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1121800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1121900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1122000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1122100	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD01G1122200	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD01G1122300	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD01G1122400	I	( I ) Lipid transport and metabolism	METABOLISM
MD01G1122500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1122600	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD01G1122700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD01G1122800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1122900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1123000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1123300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD01G1123600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1123800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD01G1123900	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD01G1124100	I	( I ) Lipid transport and metabolism	METABOLISM
MD01G1124200	I	( I ) Lipid transport and metabolism	METABOLISM
MD01G1124300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1124500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1124600	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
MD01G1124700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1124800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1125100	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD01G1125200	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1125700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1125800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1126100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1126200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1126400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1126500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1126700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD01G1126800	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD01G1126900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1127000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1127100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1127200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1127300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1127400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1127500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1127600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1127700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1128000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1128200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1128300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1128400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1128500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1128600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1128700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1128800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1129200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1129300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1129400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1129500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1129600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1129700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1129800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1129900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1130000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1130100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1130200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1130300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1130400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1130500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1130600	C	( C ) Energy production and conversion	METABOLISM
MD01G1130700	C	( C ) Energy production and conversion	METABOLISM
MD01G1130800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1130900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1131000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1131100	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD01G1131300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1131400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1131500	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD01G1131700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1131800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1131900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1132000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1132100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1132200	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD01G1132300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1132400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1132500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1132600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1132700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1132800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1132900	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD01G1133100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1133200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1133300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1133400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1133500	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD01G1133600	I	( I ) Lipid transport and metabolism	METABOLISM
MD01G1133700	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD01G1133800	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD01G1133900	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD01G1134200	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1134400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1134500	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD01G1134600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1134700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1134900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1135000	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD01G1135100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1135300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1135400	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD01G1135500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1135600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1135700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD01G1135900	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD01G1136000	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD01G1136100	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD01G1136300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1136400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1136500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1136600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1136700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1136800	I	( I ) Lipid transport and metabolism	METABOLISM
MD01G1136900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD01G1137000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1137200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1137300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1137400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1137500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1137600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1137700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1137900	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD01G1138100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1138500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1138600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD01G1138700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD01G1138800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD01G1138900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD01G1139000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD01G1139100	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD01G1139200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD01G1139300	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
